database_id,target_id,comparator_id,outcome_id,analysis_id,covariate_id,target_mean_before,comparator_mean_before,std_diff_before,target_mean_after,comparator_mean_after,std_diff_after,mean_before,mean_after,target_std_diff,comparator_std_diff,target_comparator_std_diff
388020256,1,2,3,1,4048171212,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4280726210,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,975125410,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1729720412,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1115008413,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1957006,0.005,-0.006,0.003,0.005,-0.006,0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4170947502,0.005,-0.006,0.003,0.005,-0.006,0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4052083702,0.024,0.024,0.002,0.024,0.024,0.002,0.024,0.024,0,0,0
388020256,1,2,3,1,1989006,0.018,0.018,-0.002,0.018,0.018,-0.002,0.018,0.018,0,0,0
388020256,1,2,3,1,2010006,0.026,0.025,0.002,0.026,0.025,0.002,0.025,0.025,0,0,0
388020256,1,2,3,1,1996006,0.021,0.02,0.001,0.021,0.02,0.001,0.021,0.021,0,0,0
388020256,1,2,3,1,10007,0.087,0.087,-0,0.087,0.087,-0,0.087,0.087,0,0,0
388020256,1,2,3,1,1125315410,0.072,0.072,-0,0.072,0.072,-0,0.072,0.072,0,0,0
388020256,1,2,3,1,80180212,1,1,0,1,1,0,1,1,0,0,0
388020256,1,2,3,1,80180210,1,1,0,1,1,0,1,1,0,0,0
388020256,1,2,3,1,3020630702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,21494966702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,80809212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4084167212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1154029410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,19010482412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,80809210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4197460502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4243062504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3002385702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3013682702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1941006,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3019406704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,40769179702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3004501702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,317576212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,78272212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1305058410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1124957412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,196456210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4010253504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4191853504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3006923702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3016723702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4296204212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3006451704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4163971502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1521369413,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4125906504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3014576702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3015632702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3000876704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3036780704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1778162410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1150770410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,198199210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1778162412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3019550702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3023103702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3024731702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3045716702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1118084412,1,0,0,1,0,0,0,NA,0,0,0
388020256,1,2,3,1,19010482413,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3007461702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3020655704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1738521410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3024561702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3001488704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,708298410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1000560410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1551099410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,198809210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,258780210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1305058413,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1177480413,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1332418412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,134438212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3006734704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1118084410,1,0,0,1,0,0,0,NA,0,0,0
388020256,1,2,3,1,1305058412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1177480412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,42535580502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4197460504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,40769194702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1951006,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3012494704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3015076704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3023430704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,782043410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1728416410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,920293412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4163951502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1118084413,1,0,0,1,0,0,0,NA,0,0,0
388020256,1,2,3,1,40769189702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3006906702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3013721702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3021226704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,967823410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1124957410,0.003,0,0,0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1367571410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1741122410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,933724412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4310024210,0.004,0,0,0.004,0,0,0,NA,0,0,0
388020256,1,2,3,1,3001247704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3005136704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3011505704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4056621210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4108705502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,740275413,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1521369412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3028833702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3035995702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1947006,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4278672212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1110410410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1746114410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,975125412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4170947504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1539403412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3010813702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,19003953410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4330583502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1551099412,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,195588212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3014599704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3027231704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4133840704,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1521369410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4142905210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4202832502,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4293740504,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,40769184702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3026361702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,3027970702,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1956006,0.003,0,0,0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4152936212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4237458212,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,1174888410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,753626410,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,4084167210,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,975125413,-0.003,0,0,-0.003,0,0,0,NA,0,0,0
388020256,1,2,3,1,40766240702,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,1768849410,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,1713332413,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,44783196504,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4151422504,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4202451502,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,46235214702,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,3051031702,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4296205212,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,261325210,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4109685212,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,1347450410,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,1124300412,0,1,0,0,1,0,0,NA,0,0,0
388020256,1,2,3,1,1102527412,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,378001212,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4035415212,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4024289502,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4149245212,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,381316210,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,40758406702,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,4059173210,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
388020256,1,2,3,1,1124300413,0,1,0,0,1,0,0,NA,0,0,0
388020256,1,2,3,1,1124300410,0,1,0,0,1,0,0,NA,0,0,0
388020256,1,2,3,1,723013410,0,-0.006,0,0,-0.006,0,0,NA,0,0,0
