covariate_id,covariate_name,covariate_analysis_id,analysis_id,database_id
80809210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Rheumatoid arthritis,210,1,388020256
4048171210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Perennial allergic rhinitis with seasonal variation,210,1,388020256
4109685210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Laceration of foot,210,1,388020256
4059173210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Fracture of ankle,210,1,388020256
258780210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Emphysematous bronchitis,210,1,388020256
4035415210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Tear of meniscus of knee,210,1,388020256
439777210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Anemia,210,1,388020256
381316210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Cerebrovascular accident,210,1,388020256
321042210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Cardiac arrest,210,1,388020256
261325210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Pulmonary emphysema,210,1,388020256
4084167210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute allergic reaction,210,1,388020256
4142905210,condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Fracture of rib,210,1,388020256
8507001,gender = MALE,1,1,388020256
8532001,gender = FEMALE,1,1,388020256
45766064802,observation during day -365 through 0 days relative to index: History of single seizure,802,1,388020256
4324181802,observation during day -365 through 0 days relative to index: History of cardiac arrest,802,1,388020256
44783196502,procedure_occurrence during day -365 through 0 days relative to index: Surgical manipulation of joint of knee,502,1,388020256
4151422502,procedure_occurrence during day -365 through 0 days relative to index: Sputum examination,502,1,388020256
4125906502,procedure_occurrence during day -365 through 0 days relative to index: Suture open wound,502,1,388020256
4293740502,procedure_occurrence during day -365 through 0 days relative to index: Injection of tetanus antitoxin,502,1,388020256
4107731502,procedure_occurrence during day -365 through 0 days relative to index: Subcutaneous immunotherapy,502,1,388020256
4191853502,procedure_occurrence during day -365 through 0 days relative to index: Allergy screening test,502,1,388020256
4181917502,procedure_occurrence during day -365 through 0 days relative to index: Electroencephalogram,502,1,388020256
4047491502,procedure_occurrence during day -365 through 0 days relative to index: Radiography of humerus,502,1,388020256
4170947502,procedure_occurrence during day -365 through 0 days relative to index: Bone immobilization,502,1,388020256
4058899502,procedure_occurrence during day -365 through 0 days relative to index: Plain X-ray of clavicle,502,1,388020256
4252419502,procedure_occurrence during day -365 through 0 days relative to index: Radiologic examination of knee,502,1,388020256
4163951502,procedure_occurrence during day -365 through 0 days relative to index: Electrocardiographic procedure,502,1,388020256
4163971502,procedure_occurrence during day -365 through 0 days relative to index: Laparoscopic cholecystectomy,502,1,388020256
4202832502,procedure_occurrence during day -365 through 0 days relative to index: Intubation,502,1,388020256
42535580502,"procedure_occurrence during day -365 through 0 days relative to index: Ultrasonography of abdomen, right upper quadrant and epigastrium",502,1,388020256
4243062502,procedure_occurrence during day -365 through 0 days relative to index: Radiography of wrist,502,1,388020256
4163872502,procedure_occurrence during day -365 through 0 days relative to index: Plain chest X-ray,502,1,388020256
4024289502,procedure_occurrence during day -365 through 0 days relative to index: Radiography of ankle,502,1,388020256
4330583502,procedure_occurrence during day -365 through 0 days relative to index: Vasectomy,502,1,388020256
4037675502,procedure_occurrence during day -365 through 0 days relative to index: Brief general examination,502,1,388020256
4187458502,procedure_occurrence during day -365 through 0 days relative to index: Review of systems,502,1,388020256
4326177502,procedure_occurrence during day -365 through 0 days relative to index: Medication Reconciliation,502,1,388020256
4202451502,procedure_occurrence during day -365 through 0 days relative to index: Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance,502,1,388020256
4010253502,procedure_occurrence during day -365 through 0 days relative to index: Nasal sinus endoscopy,502,1,388020256
4035793502,procedure_occurrence during day -365 through 0 days relative to index: Pulmonary rehabilitation,502,1,388020256
4057420502,procedure_occurrence during day -365 through 0 days relative to index: Catheter ablation of tissue of heart,502,1,388020256
40492359502,procedure_occurrence during day -365 through 0 days relative to index: Insertion of biventricular implantable cardioverter defibrillator,502,1,388020256
4197460502,procedure_occurrence during day -365 through 0 days relative to index: Injection of epinephrine,502,1,388020256
4108705502,procedure_occurrence during day -365 through 0 days relative to index: Intravenous blood transfusion of packed cells,502,1,388020256
6003,age group:  30 -  34,3,1,388020256
7003,age group:  35 -  39,3,1,388020256
8003,age group:  40 -  44,3,1,388020256
9003,age group:  45 -  49,3,1,388020256
1118084413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: celecoxib,413,1,388020256
1115008413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Naproxen,413,1,388020256
1124300413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Diclofenac,413,1,388020256
975125413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Hydrocortisone,413,1,388020256
19010482413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Cyclosporine,413,1,388020256
1125315413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Acetaminophen,413,1,388020256
1322184413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: clopidogrel,413,1,388020256
1361711413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Nitroglycerin,413,1,388020256
1305058413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Methotrexate,413,1,388020256
1177480413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Ibuprofen,413,1,388020256
740275413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Carbamazepine,413,1,388020256
1521369413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Norethindrone,413,1,388020256
1713332413,drug_era group (DrugGroupEraOverlapping) during day 0 through 0 days relative to index: Amoxicillin,413,1,388020256
4107731504,procedure_occurrence during day -30 through 0 days relative to index: Subcutaneous immunotherapy,504,1,388020256
4125906504,procedure_occurrence during day -30 through 0 days relative to index: Suture open wound,504,1,388020256
4293740504,procedure_occurrence during day -30 through 0 days relative to index: Injection of tetanus antitoxin,504,1,388020256
44783196504,procedure_occurrence during day -30 through 0 days relative to index: Surgical manipulation of joint of knee,504,1,388020256
4170947504,procedure_occurrence during day -30 through 0 days relative to index: Bone immobilization,504,1,388020256
4243062504,procedure_occurrence during day -30 through 0 days relative to index: Radiography of wrist,504,1,388020256
4151422504,procedure_occurrence during day -30 through 0 days relative to index: Sputum examination,504,1,388020256
4010253504,procedure_occurrence during day -30 through 0 days relative to index: Nasal sinus endoscopy,504,1,388020256
4191853504,procedure_occurrence during day -30 through 0 days relative to index: Allergy screening test,504,1,388020256
4252419504,procedure_occurrence during day -30 through 0 days relative to index: Radiologic examination of knee,504,1,388020256
4037675504,procedure_occurrence during day -30 through 0 days relative to index: Brief general examination,504,1,388020256
4187458504,procedure_occurrence during day -30 through 0 days relative to index: Review of systems,504,1,388020256
4326177504,procedure_occurrence during day -30 through 0 days relative to index: Medication Reconciliation,504,1,388020256
4197460504,procedure_occurrence during day -30 through 0 days relative to index: Injection of epinephrine,504,1,388020256
1903,CHADS2,903,1,388020256
